ticker,date,open,high,low,close,volume,vwap,transactions
NVDA,2024-03-18,542.91,551.94,537.48,546.47,46217638,545.3,103868
NVDA,2024-03-19,552.7,563.45,547.17,557.87,55460872,556.16,143597
NVDA,2024-03-20,555.21,563.47,549.65,557.89,55939511,557.0,115370
NVDA,2024-03-21,552.91,558.45,547.38,552.92,41712652,552.92,219277
NVDA,2024-03-22,546.63,555.97,541.16,550.46,51915159,549.2,245691
NVDA,2024-03-25,552.98,561.24,547.45,555.69,35696936,554.79,157068
NVDA,2024-03-26,563.98,572.94,558.34,567.27,46265856,566.18,296077
NVDA,2024-03-27,565.06,570.99,559.41,565.34,44303655,565.25,239231
NVDA,2024-03-28,554.77,565.76,549.22,560.15,32403343,558.38,148712
NVDA,2024-03-29,552.8,558.7,547.27,553.17,55854576,553.05,205847
NVDA,2024-04-01,542.46,552.8,537.03,547.33,37386460,545.72,255849
NVDA,2024-04-02,539.48,545.32,534.09,539.92,49721194,539.78,248170
NVDA,2024-04-03,537.2,547.69,531.83,542.27,36127775,540.6,287745
NVDA,2024-04-04,539.0,545.84,533.61,540.44,33926348,539.96,269214
NVDA,2024-04-05,536.63,543.71,531.26,538.33,52555934,537.77,119016
NVDA,2024-04-08,527.15,535.74,521.87,530.44,46889809,529.35,126209
NVDA,2024-04-09,522.8,529.16,517.58,523.92,37956012,523.55,191490
NVDA,2024-04-10,528.45,538.47,523.17,533.14,41085812,531.59,141352
NVDA,2024-04-11,530.89,539.12,525.58,533.78,39075514,532.83,271435
NVDA,2024-04-12,532.64,541.59,527.32,536.22,46638068,535.04,273903
NVDA,2024-04-15,525.58,535.54,520.32,530.24,37933977,528.7,128058
NVDA,2024-04-16,536.01,542.22,530.65,536.85,38452688,536.57,155215
NVDA,2024-04-17,541.94,548.48,536.52,543.05,49027138,542.69,169201
NVDA,2024-04-18,543.69,550.51,538.25,545.06,57244771,544.61,113316
NVDA,2024-04-19,536.46,544.13,531.1,538.74,38300406,537.99,100929
NVDA,2024-04-22,536.61,542.69,531.24,537.31,59393938,537.08,142357
NVDA,2024-04-23,540.99,549.43,535.58,543.99,42830607,543.0,102534
NVDA,2024-04-24,533.0,543.46,527.67,538.08,50730588,536.4,139073
NVDA,2024-04-25,536.36,546.28,530.99,540.87,47475286,539.38,138821
NVDA,2024-04-26,541.13,546.77,535.72,541.36,40939545,541.28,110458
NVDA,2024-04-29,550.09,556.76,544.59,551.25,37485892,550.86,126946
NVDA,2024-04-30,547.11,555.69,541.64,550.19,56241381,549.17,262702
NVDA,2024-05-01,552.04,562.77,546.52,557.19,37102119,555.49,142598
NVDA,2024-05-02,564.35,574.65,558.71,568.96,56442486,567.44,106497
NVDA,2024-05-03,558.99,569.85,553.4,564.2,53471594,562.48,207928
NVDA,2024-05-06,567.54,578.21,561.87,572.49,54322479,570.86,169941
NVDA,2024-05-07,563.29,572.95,557.66,567.27,41476251,565.96,110151
NVDA,2024-05-08,575.5,582.55,569.75,576.78,54497598,576.36,220665
NVDA,2024-05-09,570.87,581.35,565.16,575.59,56139691,574.04,158438
NVDA,2024-05-10,566.37,573.14,560.71,567.46,39847858,567.1,118198
NVDA,2024-05-13,577.64,585.05,571.86,579.25,49244452,578.72,204773
NVDA,2024-05-14,580.19,590.98,574.39,585.13,39934496,583.5,107235
NVDA,2024-05-15,573.23,584.64,567.5,578.85,35357034,577.0,169590
NVDA,2024-05-16,567.58,576.7,561.9,570.99,40370613,569.86,182228
NVDA,2024-05-17,566.01,577.36,560.35,571.64,33469373,569.78,251149
NVDA,2024-05-20,566.83,572.76,561.17,567.09,43081725,567.0,236293
NVDA,2024-05-21,574.89,583.78,569.14,578.0,51582899,576.97,294497
NVDA,2024-05-22,583.94,590.94,578.1,585.09,42938921,584.71,274125
NVDA,2024-05-23,592.53,602.21,586.61,596.25,49901624,595.02,132669
NVDA,2024-05-24,601.37,609.22,595.36,603.18,39278539,602.59,207057
NVDA,2024-05-27,597.22,607.43,591.25,601.42,46632374,600.03,150289
NVDA,2024-05-28,596.09,607.77,590.13,601.75,50319538,599.88,145620
NVDA,2024-05-29,604.6,612.49,598.56,606.43,46438116,605.83,100106
NVDA,2024-05-30,602.88,610.19,596.85,604.15,53572764,603.73,259032
NVDA,2024-05-31,606.89,615.82,600.82,609.72,43264793,608.79,156020
NVDA,2024-06-03,607.25,618.23,601.18,612.11,58794960,610.51,292927
NVDA,2024-06-04,606.26,612.84,600.19,606.77,45463560,606.6,265921
NVDA,2024-06-05,611.0,617.69,604.89,611.57,58559989,611.38,161569
NVDA,2024-06-06,616.24,623.8,610.07,617.62,35973897,617.16,106402
NVDA,2024-06-07,603.42,615.51,597.38,609.41,48338219,607.44,119091
NVDA,2024-06-10,605.13,616.65,599.08,610.54,47270126,608.76,288310
NVDA,2024-06-11,614.06,623.29,607.92,617.11,37319533,616.11,271981
NVDA,2024-06-12,617.99,629.79,611.81,623.56,55813216,621.72,127941
NVDA,2024-06-13,630.78,638.49,624.47,632.16,54123295,631.71,282429
NVDA,2024-06-14,634.48,641.15,628.13,634.8,37475948,634.69,131813
NVDA,2024-06-17,630.9,642.36,624.59,636.0,50027331,634.31,246518
NVDA,2024-06-18,634.38,646.87,628.04,640.47,56742777,638.46,260603
NVDA,2024-06-19,644.38,656.68,637.93,650.18,42802222,648.26,243621
NVDA,2024-06-20,650.11,657.66,643.61,651.15,55844847,650.81,217983
NVDA,2024-06-21,646.03,654.1,639.57,647.63,49129843,647.1,236655
NVDA,2024-06-24,647.97,656.02,641.49,649.52,43196177,649.01,287051
NVDA,2024-06-25,644.89,653.11,638.44,646.65,39591287,646.07,241597
NVDA,2024-06-26,637.91,645.27,631.53,638.88,41491058,638.56,140056
NVDA,2024-06-27,645.58,652.45,639.12,645.99,42227981,645.86,242242
NVDA,2024-06-28,647.04,653.91,640.57,647.44,54986735,647.31,202099
NVDA,2024-07-01,655.55,666.0,649.0,659.4,50865689,658.13,250913
NVDA,2024-07-02,658.75,665.38,652.17,658.79,40552764,658.78,297518
NVDA,2024-07-03,652.55,665.0,646.02,658.42,55071860,656.48,241091
NVDA,2024-07-04,663.11,673.42,656.48,666.75,48097577,665.55,157812
NVDA,2024-07-05,666.97,675.48,660.3,668.79,44569259,668.19,201936
NVDA,2024-07-08,662.55,673.75,655.92,667.08,42129500,665.58,143265
NVDA,2024-07-09,671.59,684.6,664.87,677.82,59421659,675.76,240017
NVDA,2024-07-10,665.69,675.01,659.04,668.33,46931759,667.46,107104
NVDA,2024-07-11,657.55,666.98,650.97,660.38,56005540,659.44,147639
NVDA,2024-07-12,649.23,658.22,642.74,651.7,36349808,650.89,185680
NVDA,2024-07-15,644.35,656.56,637.9,650.06,38347698,648.18,210510
NVDA,2024-07-16,645.85,652.84,639.39,646.38,30581498,646.21,241405
NVDA,2024-07-17,631.86,644.31,625.54,637.93,36726664,635.93,117987
NVDA,2024-07-18,642.59,653.27,636.16,646.8,52626996,645.41,164823
NVDA,2024-07-19,641.74,648.29,635.32,641.87,34571470,641.83,133088
NVDA,2024-07-22,642.75,649.92,636.33,643.49,58432710,643.25,221905
NVDA,2024-07-23,645.5,657.0,639.05,650.49,35033674,648.84,259186
NVDA,2024-07-24,659.16,670.57,652.57,663.93,53333756,662.35,142930
NVDA,2024-07-25,676.94,684.45,670.17,677.67,30770352,677.43,181777
NVDA,2024-07-26,675.75,688.76,668.99,681.94,41259208,679.9,287436
NVDA,2024-07-29,672.71,683.48,665.98,676.72,54917149,675.39,163661
NVDA,2024-07-30,663.95,675.81,657.31,669.12,55508797,667.41,257394
NVDA,2024-07-31,673.62,685.81,666.88,679.02,46977976,677.24,110766
NVDA,2024-08-01,674.66,684.34,667.91,677.56,41117126,676.6,232634
NVDA,2024-08-02,683.54,690.47,676.71,683.63,42601762,683.6,228503
NVDA,2024-08-05,669.55,682.81,662.85,676.05,49067553,673.9,220517
NVDA,2024-08-06,680.62,690.43,673.81,683.6,52013859,682.62,270513
NVDA,2024-08-07,674.68,686.98,667.93,680.17,46145187,678.36,226745
NVDA,2024-08-08,676.04,688.49,669.28,681.67,47774238,679.81,184490
NVDA,2024-08-09,687.17,699.86,680.3,692.93,32599886,691.03,218175
NVDA,2024-08-12,685.59,695.67,678.73,688.79,48309951,687.73,199349
NVDA,2024-08-13,683.63,693.9,676.8,687.03,39750425,685.91,227808
NVDA,2024-08-14,676.67,688.94,669.91,682.11,40210165,680.32,256278
NVDA,2024-08-15,687.67,696.48,680.8,689.58,30304533,688.95,150084
NVDA,2024-08-16,676.51,688.23,669.75,681.42,44657335,679.8,298748
NVDA,2024-08-19,674.03,684.03,667.29,677.26,51355272,676.19,217486
NVDA,2024-08-20,686.33,693.84,679.47,686.97,36647892,686.76,281347
NVDA,2024-08-21,678.31,689.68,671.53,682.85,41070613,681.35,245089
NVDA,2024-08-22,683.1,692.88,676.27,686.02,52378063,685.06,186714
NVDA,2024-08-23,681.55,691.51,674.74,684.66,39198689,683.63,160434
NVDA,2024-08-26,676.14,684.22,669.38,677.45,33586642,677.02,240473
NVDA,2024-08-27,686.35,698.03,679.49,691.12,35746229,689.54,293620
NVDA,2024-08-28,688.11,700.06,681.23,693.13,59298210,691.48,237530
NVDA,2024-08-29,691.2,705.02,684.29,698.04,54978850,695.78,177659
NVDA,2024-08-30,692.2,700.38,685.28,693.45,30424451,693.04,240020
NVDA,2024-09-02,685.98,693.16,679.12,686.29,31635780,686.19,176581
NVDA,2024-09-03,692.83,700.64,685.9,693.71,56053835,693.42,228680
NVDA,2024-09-04,685.85,692.79,678.99,685.93,38530179,685.91,225492
NVDA,2024-09-05,685.56,693.69,678.7,686.82,31541301,686.41,225233
NVDA,2024-09-06,678.98,686.22,672.19,679.42,44752396,679.28,251262
NVDA,2024-09-09,684.69,691.9,677.84,685.05,34475927,684.93,247545
NVDA,2024-09-10,698.24,705.82,691.26,698.84,37445728,698.64,246295
NVDA,2024-09-11,703.83,715.2,696.79,708.12,53722224,706.7,159162
NVDA,2024-09-12,715.09,725.0,707.94,717.82,57255131,716.92,177949
NVDA,2024-09-13,722.67,737.2,715.45,729.9,39161407,727.51,262798
NVDA,2024-09-16,713.66,727.78,706.52,720.58,32977007,718.29,299946
NVDA,2024-09-17,713.8,722.46,706.66,715.31,49812844,714.81,141171
NVDA,2024-09-18,707.0,718.04,699.93,710.93,34695978,709.63,207090
NVDA,2024-09-19,707.88,719.23,700.81,712.11,38737778,710.72,160680
NVDA,2024-09-20,707.02,716.11,699.95,709.02,55788201,708.36,118659
NVDA,2024-09-23,709.8,723.58,702.7,716.42,53634840,714.24,263855
NVDA,2024-09-24,715.51,728.52,708.35,721.31,35934576,719.39,130087
NVDA,2024-09-25,720.33,732.27,713.12,725.02,57252343,723.47,137286
NVDA,2024-09-26,714.87,723.22,707.72,716.06,39228354,715.67,296334
NVDA,2024-09-27,720.46,734.43,713.26,727.16,43174603,724.95,222866
NVDA,2024-09-30,729.64,742.13,722.34,734.78,58280287,733.08,231195
NVDA,2024-10-01,735.21,745.82,727.85,738.44,47941099,737.37,213253
NVDA,2024-10-02,742.92,754.91,735.49,747.43,30775946,745.94,160011
NVDA,2024-10-03,756.44,770.45,748.88,762.82,47255973,760.72,105438
NVDA,2024-10-04,774.35,787.39,766.61,779.59,38085330,777.86,110546
NVDA,2024-10-07,788.53,797.81,780.64,789.91,45568915,789.45,215927
NVDA,2024-10-08,803.37,812.88,795.34,804.83,47559888,804.35,266405
NVDA,2024-10-09,809.09,825.18,801.0,817.01,44100311,814.4,207046
NVDA,2024-10-10,809.37,822.98,801.28,814.83,55731992,813.03,186456
NVDA,2024-10-11,810.98,823.17,802.87,815.02,49877506,813.69,204976
NVDA,2024-10-14,822.78,835.6,814.55,827.33,43644777,825.82,182448
NVDA,2024-10-15,821.69,830.87,813.47,822.64,53176437,822.33,234898
NVDA,2024-10-16,835.4,843.77,827.05,835.41,56081024,835.41,221104
NVDA,2024-10-17,834.09,844.01,825.75,835.65,40853380,835.14,298297
NVDA,2024-10-18,834.83,846.92,826.48,838.53,31548353,837.31,170007
NVDA,2024-10-21,835.17,851.42,826.82,842.99,43143482,840.41,283042
NVDA,2024-10-22,845.22,853.92,836.77,845.47,48900668,845.39,162730
NVDA,2024-10-23,852.33,863.54,843.81,854.99,30410233,854.11,206952
NVDA,2024-10-24,836.73,853.56,828.36,845.11,57387896,842.35,220965
NVDA,2024-10-25,856.47,870.67,847.9,862.05,34619133,860.21,287853
NVDA,2024-10-28,852.37,867.01,843.85,858.43,42464710,856.43,226484
NVDA,2024-10-29,874.55,885.45,865.8,876.69,46537952,875.98,200554
NVDA,2024-10-30,864.51,878.42,855.86,869.72,52388776,868.0,135784
NVDA,2024-10-31,882.03,893.32,873.21,884.48,53700185,883.67,208774
NVDA,2024-11-01,875.38,891.16,866.63,882.33,38015179,880.04,100672
NVDA,2024-11-04,875.71,887.12,866.95,878.33,47608131,877.47,272999
NVDA,2024-11-05,879.76,889.88,870.96,881.07,46157417,880.64,190472
NVDA,2024-11-06,871.99,887.48,863.27,878.69,41316301,876.48,184352
NVDA,2024-11-07,885.02,902.72,876.17,893.78,37164166,890.89,200393
NVDA,2024-11-08,881.21,896.98,872.4,888.1,31309418,885.83,295219
NVDA,2024-11-11,882.19,899.22,873.37,890.32,41436934,887.64,273982
NVDA,2024-11-12,897.18,912.1,888.21,903.07,34563159,901.12,109704
NVDA,2024-11-13,885.11,902.68,876.26,893.74,39959841,890.89,126309
NVDA,2024-11-14,905.24,918.33,896.19,909.24,45778532,907.92,219780
NVDA,2024-11-15,894.83,905.08,885.88,896.12,56127989,895.69,140464
NVDA,2024-11-18,878.24,894.01,869.46,885.16,37950683,882.88,263383
NVDA,2024-11-19,888.76,903.51,879.87,894.57,55552958,892.65,276778
NVDA,2024-11-20,906.14,918.69,897.08,909.59,39499834,908.45,288407
NVDA,2024-11-21,921.3,935.07,912.09,925.82,46230480,924.33,261863
NVDA,2024-11-22,908.5,923.42,899.42,914.27,57627872,912.37,159634
NVDA,2024-11-25,921.8,935.08,912.58,925.82,32953293,924.49,266133
NVDA,2024-11-26,935.1,945.41,925.75,936.05,34990943,935.73,178503
NVDA,2024-11-27,952.85,962.83,943.33,953.29,53884303,953.15,176904
NVDA,2024-11-28,947.54,961.15,938.06,951.64,37325922,950.29,208016
NVDA,2024-11-29,949.7,966.86,940.21,957.29,35099509,954.79,120701
NVDA,2024-12-02,960.83,974.16,951.22,964.52,50494037,963.3,230460
NVDA,2024-12-03,981.22,992.45,971.41,982.63,43834497,982.16,166578
NVDA,2024-12-04,978.03,994.44,968.25,984.6,56967255,982.43,221963
NVDA,2024-12-05,995.86,1012.68,985.91,1002.66,34739268,1000.42,215796
NVDA,2024-12-06,1012.58,1032.91,1002.46,1022.69,38974627,1019.35,211230
NVDA,2024-12-09,1028.74,1043.8,1018.46,1033.47,39063650,1031.91,200845
NVDA,2024-12-10,1049.47,1061.1,1038.98,1050.59,41440928,1050.22,194098
NVDA,2024-12-11,1046.68,1067.75,1036.22,1057.18,38856922,1053.72,272550
NVDA,2024-12-12,1056.72,1067.37,1046.15,1056.8,55952021,1056.78,295210
NVDA,2024-12-13,1069.2,1089.81,1058.5,1079.02,52355164,1075.78,175024
NVDA,2024-12-16,1091.29,1104.74,1080.38,1093.81,54057958,1092.98,157410
NVDA,2024-12-17,1096.31,1114.2,1085.35,1103.16,50332933,1100.9,288987
NVDA,2024-12-18,1110.33,1129.12,1099.23,1117.94,34103377,1115.43,125470
AAPL,2024-01-02,181.64,184.04,180.18,182.58,29267986,182.27,137779
AAPL,2024-01-03,178.64,180.59,177.21,179.16,23942354,178.99,199226
AAPL,2024-01-04,176.52,179.01,175.11,177.59,25269202,177.23,97322
AAPL,2024-01-05,178.08,180.78,176.66,179.34,30975725,178.93,145771
AAPL,2024-01-08,180.77,183.44,179.32,181.98,27709102,181.58,188093
AAPL,2024-01-09,183.44,186.35,181.97,184.87,28854243,184.4,194084
AAPL,2024-01-10,183.38,185.02,181.92,183.55,48886798,183.5,98449
AAPL,2024-01-11,184.81,186.62,183.33,185.14,40289711,185.03,168395
AAPL,2024-01-12,186.87,189.84,185.38,188.33,44137629,187.85,127942
AAPL,2024-01-15,184.63,186.69,183.15,185.21,27933757,185.02,96199
AAPL,2024-01-16,183.71,186.19,182.24,184.71,40170223,184.38,156619
AAPL,2024-01-17,182.75,185.16,181.29,183.69,31144209,183.38,168452
AAPL,2024-01-18,181.61,183.1,180.16,181.65,46527045,181.63,153584
AAPL,2024-01-19,179.4,181.72,177.96,180.28,39429571,179.99,163283
AAPL,2024-01-22,180.99,183.77,179.54,182.32,29065705,181.88,133516
AAPL,2024-01-23,179.41,180.91,177.98,179.48,21116363,179.46,144569
AAPL,2024-01-24,176.35,178.09,174.94,176.68,36126398,176.57,130940
AAPL,2024-01-25,175.25,177.6,173.85,176.19,42294203,175.88,150804
AAPL,2024-01-26,174.43,176.88,173.04,175.47,24635687,175.13,134379
AAPL,2024-01-29,175.16,177.74,173.76,176.33,38469566,175.94,116666
AAPL,2024-01-30,172.51,174.41,171.13,173.03,33301492,172.86,110947
AAPL,2024-01-31,175.05,176.59,173.65,175.19,40570407,175.14,151364
AAPL,2024-02-01,176.77,179.11,175.36,177.69,21816502,177.38,116160
AAPL,2024-02-02,175.24,176.82,173.84,175.42,45440995,175.36,139600
AAPL,2024-02-05,172.23,173.9,170.85,172.52,39184787,172.42,82799
AAPL,2024-02-06,168.95,170.76,167.6,169.4,49664627,169.25,183150
AAPL,2024-02-07,169.55,171.0,168.2,169.65,42954721,169.62,107152
AAPL,2024-02-08,168.93,171.39,167.58,170.03,26989960,169.67,181498
AAPL,2024-02-09,166.38,168.93,165.05,167.59,20085066,167.19,192513
AAPL,2024-02-12,169.15,171.86,167.8,170.5,36206463,170.06,184662
AAPL,2024-02-13,167.33,169.57,165.99,168.22,20773404,167.93,81947
AAPL,2024-02-14,166.09,168.48,164.76,167.15,37665587,166.8,82068
AAPL,2024-02-15,164.84,166.23,163.52,164.91,42251541,164.89,148955
AAPL,2024-02-16,162.24,163.62,160.94,162.32,33448256,162.3,127453
AAPL,2024-02-19,162.1,163.54,160.81,162.24,35115160,162.2,160623
AAPL,2024-02-20,158.27,160.54,157.0,159.27,46009427,158.94,148347
AAPL,2024-02-21,157.09,159.17,155.84,157.91,20934519,157.64,142781
AAPL,2024-02-22,159.29,161.11,158.01,159.83,23238854,159.65,173375
AAPL,2024-02-23,162.07,163.46,160.77,162.16,22423714,162.13,159730
AAPL,2024-02-26,159.67,161.11,158.39,159.83,38729524,159.78,156724
AAPL,2024-02-27,159.55,161.25,158.27,159.97,49838832,159.83,149541
AAPL,2024-02-28,157.92,159.83,156.65,158.56,32905979,158.35,183952
AAPL,2024-02-29,158.53,160.89,157.26,159.62,39527499,159.26,180789
AAPL,2024-03-01,158.66,161.05,157.39,159.77,32902098,159.4,196403
AAPL,2024-03-04,157.53,159.22,156.27,157.96,33604967,157.82,134524
AAPL,2024-03-05,158.78,160.45,157.51,159.18,29375707,159.05,113408
AAPL,2024-03-06,158.07,159.53,156.8,158.26,47689551,158.2,88799
AAPL,2024-03-07,155.54,156.89,154.29,155.64,32956295,155.61,177594
AAPL,2024-03-08,155.88,158.16,154.64,156.9,36691122,156.56,156869
AAPL,2024-03-11,158.75,160.74,157.48,159.47,40100397,159.23,133845
AAPL,2024-03-12,157.58,159.69,156.32,158.42,42508527,158.14,193782
AAPL,2024-03-13,160.7,162.05,159.41,160.77,28628882,160.74,120953
AAPL,2024-03-14,158.96,160.98,157.69,159.7,26382164,159.45,166079
AAPL,2024-03-15,158.35,160.71,157.08,159.43,30503419,159.07,152910
AAPL,2024-03-18,157.5,159.74,156.24,158.47,37223000,158.15,185804
AAPL,2024-03-19,157.17,159.15,155.92,157.88,43022975,157.65,161490
AAPL,2024-03-20,157.59,159.67,156.33,158.41,20787614,158.14,166223
AAPL,2024-03-21,159.89,161.51,158.61,160.23,25412482,160.12,172104
AAPL,2024-03-22,160.48,162.96,159.19,161.67,30530702,161.27,103777
AAPL,2024-03-25,163.04,165.09,161.73,163.78,32023530,163.53,98595
AAPL,2024-03-26,163.83,166.44,162.52,165.12,22752730,164.69,149531
AAPL,2024-03-27,162.61,164.47,161.31,163.16,30226879,162.98,128503
AAPL,2024-03-28,161.41,163.13,160.12,161.83,48242222,161.69,158148
AAPL,2024-03-29,159.05,160.39,157.78,159.12,24722296,159.1,160981
AAPL,2024-04-01,156.13,157.49,154.89,156.24,33293389,156.2,135576
AAPL,2024-04-02,155.44,157.24,154.2,155.99,28195005,155.81,178951
AAPL,2024-04-03,155.48,157.16,154.24,155.91,23326693,155.77,168895
AAPL,2024-04-04,156.2,158.07,154.95,156.81,40013976,156.61,85952
AAPL,2024-04-05,153.77,156.23,152.54,154.99,21643458,154.59,106794
AAPL,2024-04-08,153.41,154.9,152.18,153.67,24117044,153.58,113491
AAPL,2024-04-09,152.14,153.5,150.92,152.28,34921559,152.24,136446
AAPL,2024-04-10,149.8,151.46,148.6,150.25,41110137,150.1,145570
AAPL,2024-04-11,149.64,151.64,148.44,150.44,30625015,150.17,132044
AAPL,2024-04-12,152.31,153.58,151.09,152.36,20562246,152.34,90205
AAPL,2024-04-15,153.59,155.54,152.36,154.3,37201990,154.07,172995
AAPL,2024-04-16,154.61,156.21,153.37,154.97,32150969,154.85,122568
AAPL,2024-04-17,151.72,154.1,150.51,152.88,33802907,152.5,170388
AAPL,2024-04-18,155.06,156.41,153.82,155.17,45334530,155.13,111891
AAPL,2024-04-19,154.14,155.87,152.9,154.63,22359412,154.47,194101
AAPL,2024-04-22,152.95,154.59,151.72,153.36,29992058,153.23,102037
AAPL,2024-04-23,149.98,151.95,148.78,150.74,35918144,150.49,105415
AAPL,2024-04-24,152.49,154.14,151.27,152.92,41821373,152.77,187341
AAPL,2024-04-25,153.43,154.84,152.2,153.61,23084135,153.55,113550
AAPL,2024-04-26,150.96,152.9,149.75,151.69,42806458,151.45,165918
AAPL,2024-04-29,147.95,150.28,146.77,149.09,38838463,148.71,140811
AAPL,2024-04-30,149.47,151.58,148.27,150.38,33467157,150.08,195611
AAPL,2024-05-01,149.83,151.8,148.63,150.6,38735653,150.35,193278
AAPL,2024-05-02,152.76,154.37,151.53,153.14,33192884,153.02,141462
AAPL,2024-05-03,152.28,153.88,151.07,152.65,28240210,152.53,87362
AAPL,2024-05-06,151.55,152.86,150.34,151.64,33852274,151.61,84929
AAPL,2024-05-07,147.95,150.13,146.76,148.94,22301930,148.61,193278
AAPL,2024-05-08,151.38,152.7,150.17,151.49,37822394,151.45,130394
AAPL,2024-05-09,150.45,152.33,149.25,151.12,43754533,150.9,197424
AAPL,2024-05-10,147.26,149.52,146.08,148.34,37149700,147.98,104672
AAPL,2024-05-13,146.62,148.36,145.45,147.18,24525832,147.0,88109
AAPL,2024-05-14,145.81,147.93,144.64,146.76,45121315,146.44,173626
AAPL,2024-05-15,143.55,145.45,142.4,144.29,21174263,144.05,172749
AAPL,2024-05-16,143.3,144.96,142.16,143.81,35682441,143.64,100807
AAPL,2024-05-17,141.87,144.06,140.74,142.92,31622496,142.57,181510
AAPL,2024-05-20,141.22,143.04,140.09,141.9,43676807,141.68,164843
AAPL,2024-05-21,140.49,141.99,139.37,140.87,36738896,140.74,130667
AAPL,2024-05-22,138.76,140.69,137.65,139.57,39696922,139.3,198796
AAPL,2024-05-23,139.81,141.1,138.69,139.98,22445059,139.92,166980
AAPL,2024-05-24,137.54,139.03,136.44,137.93,49030895,137.8,171551
